Unnamed: 0,label,texts
1122,0,The magnitude of the coincidence has to be some sort of sign
1123,1,How much parks and rec is too much?
1124,0,I have been told I would line parks and rec but am scared that the same thing is going to happen to me
1125,0,People told me to watch the office and then all of the sudden two weeks have gone by and I've done nothing else
1126,0,Office does too much cringe humor but I also love the characters so it balances out
1127,0,Are you still playing violin/doing other music stuff?
1128,0,We were a baller duet we sounded so good
1129,0,"Hahaha no worries this was a really long time ago, I accompanied you for a couple concerts, was a cool experience cause I almost always played solo"
1130,0,Are you planning on doing music long term or something else?
1131,0,Yeah it was just on violin IIRC. I think Steve tried to put me into situations where I'd be around girls
1132,0,"Mad respect for wanting to go into government, I dont think I'd last a day"
1133,0,I can barely read about politics without getying angry
1134,0,"Finally, my suspicion has been confirmed"
1135,0,Jokes on him I had no idea at the time
1136,0,What sort of government stuff are you interested in?
1137,0,I'd vote for you
1138,0,What sort of things would you like to see change in terms of mental health resources/policy?
1139,0,Fuck yeah US of A baby. More prisoners than China
1140,0,"System is really useless though in my experience, I had a friend who I had to take to psych ward for schizophrenia, they literally just booted him after a week regardless of whether he was ready to leave"
1141,0,Ended up having to go at least 3 times
1142,0,How have you been spending your quarantine besides parks and rec?
1143,0,Please dont be a bot
1144,0,What does the J in KJ stand for?
1145,1,I refuse to kiss before marriage
1146,1,In fact I have never done as much as hug a girl
1147,1,God is always watching
1148,1,If you are lucky we can side hug before marriage
1149,1,Can you put me in contact with your father so I can ask permission to go on a date with you
1150,1,You are pretty
1151,1,You are pretty
1152,1,You are pretty
1153,1,You are pretty
1154,1,You are pretty
1155,1,You are pretty
1156,1,You are pretty
1157,1,You are pretty
1158,0,Do I have the job?
1159,0,How can I increase my chances?
1160,0,If you had a bio what would it say?
1161,0,I know the feeling I had no bio for months before writing the one I have now
1162,0,Just list random traits that you have
1163,0,That's what she said < your mom
1164,0,I have a traumatic childhood experience of accidetanlly making a your mom joke to a friend who's mom had died
1165,0,"This is not a great time to be a person who loves to go places and do things, is it?"
1166,0,If you had a bio what would it say?
1167,0,I dont mean to brag but I can squat like 150
1168,1,Why are the good ones always 500 miles away?
1169,1,I keep matching with Sophias. Why do you guys like me so much?
1170,1,Why are the good ones always 2500 miles away?
1171,1,Why are the good ones always 5000 miles away?
1172,0,If you had a bio what would it say?
1173,0,I wish I looked as good with glasses as you do
1174,0,But instead I just have to go about my life functionally blind
1175,0,You bring the bakes I bring the accent
1176,0,Uhhhh
1177,0,Okay maybe ill bring the bakes
1178,0,Sorry to disappoint
1179,1,How can I make it up to you Natalie
1180,0,I'm 50 percent irish does that help
1181,0,We neighbor the Brits and were also oppressed by them
1182,0,I apologize that my ancestors are not of your preferred nationality
1183,0,"4.94 is an impressive score, but does it keep you up at night wondering who the uber driver was who gave you less than 5 stars, ruining what could have been a perfect score?"
1184,0,Still curious about this
1185,1,I already see a lot of compatibility here
1186,0,I love making spaghetti
1187,0,Salutations mam
1188,0,Are you enjoying the quarantine
1189,0,"Haha understandable, good time to kick a caffeine habit though. Getting pretty depressed from lack of social contact. Trying to stay productive though and apply for jobs so I'm not sad and also unemployed."
1190,0,As a beverage isnt coffee inherently inedible
1191,0,Also you should try this instant coffee I bought it's the worst coffee I have ever had but it gets the job done
1192,0,I'm not really an extravert but talking to no one other than my mom does get a bit old
1193,0,Are bars considered essential businesses
1194,0,Where are you interning?
1195,0,That's really noble. What sort of work are you doing for them?
1196,0,And wow you arent kidding about liquor stores
1197,0,I guess quitting alcohol can kill you if you are dependent so it makes some sense
1198,0,Damn Laurel I thought this was going somewhere
1199,0,Hey what's up Kelly Ann
1200,0,"Yeah I feel that, not a great time to be alive. I'm screwing around with this tinder location switching feature, its mildly interesting to see what profiles look like in different parts of the world"
1201,1,I feel as if weve matched before
1202,1,I have to admit - that's a bit advanced for me. I'd probably have to take you out to a restaurant
1203,0,Do you go skiing a lot
1204,0,You clearly dont realize how mean my spaghetti is
1205,0,I'm a professional
1206,0,"Nice try, no way I'm giving away my secrets this easily"
1207,0,You'll have to trade me one of your cooking secrets
1208,0,What are your top three recipes? I have to diversify from only cooking spaghetti
1209,0,"Yeah that's terrible, why would they ever schedule something then"
1210,0,What other classes are u looking at?
1211,0,Sounds like a humanities ho with premed woes to me
1212,0,I appreciate honesty in the bio
1213,0,Why are you taking a terrible seminar
1214,0,Or is it physics 40 that's terrible
1215,0,I miss physics
1216,0,I wish it was a requirement
1217,0,My semesters always start out exciting
1218,0,But like 2 months in I am always done
1219,0,Haha let me know if you need some help. I peaked in high school physics
1220,0,It's all been downhill since then
1221,0,Yeah school doesnt matter so much for me I gotta get a job though and I'm pretty bad at it
1222,0,You dont have to get a job for like 10 years or something
1223,1,hey are u out tonight?
1224,0,"No problem, hows your week going?"
1225,0,Haha being a premeds gotta suck
1226,0,are you mostly busy with classes or do you have a lot of other stuff?
1227,0,"You are the third premed I've ever interacted with. I've been pleasantly surprised compared to what I expected, guess I havent had to compete with them tho"
1228,0,How did you decide you wanted to be a doctor?
1229,0,"It took like 30 messages for you to tell me your PLME, that's gotta be some sorta record."
1230,0,It's cool that you already have a specialty you're passionate about
1231,1,Yeah I'd love to :)
1232,0,I'm a bit busy this week but how is your schedule for next week?
1233,0,Yikes 10 PM you hate to see it
1234,0,"Thursdays a bit tough for me but could you do Friday some time during the day,"
1235,0,?*
1236,1,I'm having trouble thinking of a first message. Can you help me out?
1237,0,I have never seen a palm tree in real life
1238,0,I too am an athlete - a mathlete
1239,0,I'm honored
1240,0,Is the last name Satan?
1241,0,Youd have to ask him
1242,0,He needs me to get to know you first so he knows you're cool
1243,0,Idk what do you have to be offer?
1244,0,I have extra respect for women who message first
1245,1,So is the dowry negotiable or what
1246,1,"I mean you are pretty and I respect you a lot, but that's pretty steep"
1247,1,"Honesty, another thing I respect. Maybe I'll just pay the dowry in full"
1248,0,Are you back at school?
1249,0,Dope what are you studying?
1250,0,I'm also comp sci
1251,1,"Its settled, I would like to ask for your hand in marriage"
1252,1,Or at least a date or something
1253,0,Awesome. You're in Boston are I'm guessing?
1254,0,Area*
1255,0,Oh that's by Weymouth right
1256,0,Is the last name satan?
1257,0,Hey we have a lot in common
1258,0,I too disappoint my parents
1259,0,Or at least the parent I have a relationship with
1260,0,Hey Alexandra what are you up to
1261,0,Its really cool that you run a non profit what does it do
1262,0,Three matches in one
1263,0,Fuck yeah
1264,1,Do any of you want to go on a date with me
1265,0,"So your saying that ""flosses daily"" wasnt enough to sweep you off your feet?"
1266,0,"Okay, so I've won you over. Now it's your turn. Tell me about yourself"
1267,0,No way
1268,0,What if you get something stuck in your teeth
1269,0,What then?!
1270,0,...
1271,0,You need to be saved
1272,0,Our first date will include me giving you a lesson on how to floss
1273,0,It's extremely important for dental health
1274,0,I see why you might think that
1275,0,But think about it this way:
1276,0,"If everybody flossed, their teeth would be healthier. Therefore, there would be less of a need for dental surgery, and dentists would lose money"
1277,0,Point is we should go on a date so I can teach you how to floss
1278,0,I was kidding about the floss we can do something normal
1279,0,That's barbell looks pretty heavy
1280,0,I set a new pushup PR today
1281,0,Did you take the video of that raccoon
1282,1,Can he join us on our first date
1283,0,Hey I'm pretty damaged not gonna lie
1284,0,How do you pronounce Bowdoin
1285,0,Is it bo-din or bo-do-in?
1286,0,Or bo-dwin
1287,0,"Ah yes, thanks for educating me. How is your break going?"
1288,0,I've only ever dated for girls from Atlanta would you like to help me continue the tradition
1289,0,Nah we were just together for two years hahahaha
1290,0,"Theres a decent amount of peolle from the area though, like alpharetta and johns creeks and stuff"
